title,release_date,rating,description,metascore
Othercide,2020-07-28,M,"Othercide is a horror-themed turn-based strategy game where the lore and game mechanics are tightly intertwined to deliver a twisted, dark and challenging experience. Enter a brutal world under assault from terrifying creatures from another dimension, hold back the tide with limited resources and endure brutal conditions in visually stunning world.

Experience dynamic turn-based combat and a new way to anticipate enemy movements to perform a flawless tactical plan. Using the Initiative Sequence System and unique set of skills, you will be able to interrupt an enemy attack, plan a delayed action that will be triggered later on in the timeline and use reaction skill to respond to any threat.

Prepare to suffer and face close calls in our terrifying and ruthless universe. With roguelite features, deadly missions, limited resources and permanent death, there is no room for errors.

Level up, unlock new skills and collect memories from the death of your enemies. A limited number of these bonuses can be implemented to your skills to boost their stats. But choose wisely as once implemented, you can't take them back, unless... you decide to sacrifice your Daughter!

Make dramatic choices and endure with your Daughters traumatic experiences which will make them stronger or weaker.

Othercide invites you in a ethereal monochromatic dimension with only dashes of crimson red where your worst nightmares come to life.",77
Capcom Arcade Stadium,2021-05-25,T,"Relive the Capcom classics!

Shooters, fighting, actionall your favorite genres in this exciting collection! Capcom Arcade Stadium brings back all the nostalgia of the arcade, while adding in new and exciting features you'll wish you had back then!

Just Like the Good Old Days
From 3D-rendered arcade cabinets to scanline filters, there's everything you need to recreate that arcade atmosphere. Fully customizable display settings let you craft your own personal experience and truly relive the glory days of arcade gaming.

Brand New Ways to Play
With gameplay rewind, speed adjustment, and the ability to save and load your game at any time, your old favorites will feel new all over again!
Every game has online leaderboard rankings, so you can see where you stack up against players all over the world!

Capcom Arcade Stadium, where retro appeal meets cutting-edge features for a fresh take on Capcom's classics!",77
Shu,2016-10-04,E,"When the great and terrible Storm destroys Shu's village, he embarks on a desperate journey to survive. On his travels he'll encounter stranded villagers survivors of the devastation that need his help. In return for his assistance, these peculiar characters will grant Shu unique special abilities that he can use to traverse the treacherous path ahead. Their only hope is to work together, in search of sanctuary - and a way to stop the Storm. Can you outrun the end of world? Features: 15 lush, expansive levels, set in 5 diverse lands; A plethora of collectibles and secrets to discover; 10 recruitable characters, each with their own unique power; An incredible original soundtrack; Compete in time trials to see who is the fastest out of your friends - or the world. [Playstation.com]",77
Virginia,2016-09-22,M,Virginia is a single-player first-person thriller set in a small town with a secret. Experience a missing person investigation through the eyes of graduate FBI agent Anne Tarver.,77
Pillars of Eternity II: Deadfire,2020-01-28,M,"Pursue a rogue god over land and sea in the sequel to the multi-award-winning RPG Pillars of Eternity. Captain your ship on a dangerous voyage of discovery across the vast unexplored archipelago region of the Deadfire. Bend the world to your will, as you explore the depths of infinite possibilities, including detailed character customization, total freedom of exploration, and more meaningful choices at every turn.

Features:

* Immerse yourself in a deeper single player RPG game experience -- enriched with cutting edge technology and features, Deadfire builds on the foundation of classic D&D gameplay with vastly improved graphics, deeper game mechanics and a whole new hand-crafted adventure where choices truly matter.

* Discover the new region of the Deadfire -- plot your own course by ship and explore the rich and exotic islands of the archipelago region, discovering new places interacting with their inhabitants and engaging in a variety of quests at every port.

* Build your party and customize your companions -- choose from 7 different companions to join you on your quest and assign multiple classes and deeper abilities for each. Witness their personal relationships and interactions unfold with the addition of the new companion system.

* Captain your ship across the seas -- as your stronghold on the seas, your ship is much more than simply a vessel for exploring. Upgrade your ship and crew and choose what skills you improve in order to survive dangerous encounters along the way.",77
Sakuna: Of Rice and Ruin,2020-11-10,T,"Sakuna: Of Rice and Ruin combines side-scrolling action with deep crafting and farming simulation. Players take on the role of Sakuna, a spoiled harvest goddess banished to a dangerous island with a group of outcast humans. As she explores the beautiful, forbidding environments of the island, she will also find a home in a mountain village, proving herself worthy of her title by harvesting rice and bettering the lives of humans. In addition to being a fresh take on Japanese mythology and a love letter to action games, Sakuna: Of Rice and Ruin is an ode to rice and an engrossing simulation of the craft behind the agriculture.",77
Dragon Quest Heroes: The World Tree's Woe and the Blight Below,2015-10-13,T,"In DRAGON QUEST HEROES, players must rise up against insurmountable odds, challenging swarms of enemies and conquering gigantic monsters. DRAGON QUEST HEROES comes to the PlayStation 4 with characters and monsters designed by artist Akira Toriyama.",77
Stellaris,2019-02-26,E10,"Featuring deep strategic gameplay, an enormous selection of alien races and emergent storytelling, Stellaris has a deeply challenging system that rewards interstellar exploration as you traverse, discover, interact and learn more about the multitude of species you will encounter during your travels.

Etch your name across the cosmos by uncovering remote celestial outposts,and entire civilizations. Will you expand through war or walk the path of diplomacy to achieve your goals?",77
Kaze and the Wild Masks,2021-03-26,E,"Unleash the skills of the Wild Masks to get powers from the tiger, eagle, lizard and shark. Uncover the secrets of the Crystal Islands in 30+ levels with over 50 bonus levels. Relive your childhood memories of classic platformer with high quality frame by frame pixel art. Pave your way through a satisfyingly smooth, but challenging platformer.",77
Kerbal Space Program,2016-07-12,E,"In Kerbal Space Program you have to build a space-worthy ship, capable of flying its crew out into space without killing any of them. At your disposal is a collection of parts, which must be assembled to create a functional craft. Each part has its own function and will affect the way a ship flies (or does not). So strap yourself in, and get ready to try some Rocket Science.",77
Indivisible,2019-10-08,T,"INDIVISIBLE is inspired by classics like Valkyrie Profile and Metroid, and has the unique character, world, and gameplay depth Lab Zero is known for. Meet Ajna, Indivisible protagonist. Ajna is a headstrong girl raised in a remote village. Her father, the town's guardian, has trained her to be strong in mind and body to prepare her for things to come. Ajna discovers a mysterious power in herself, and sets off on a world-spanning journey. Along the way, a number of unique heroes will join her on her quest.",77
