title,release_date,rating,description,metascore
Saturnalia,2022-10-27,M,"A game inspired and heavily influenced by the folklore of Sardinia, Italy (a region rich with unique traditions and culture) where you play as four characters, experiencing a deeply connected storyline that ties back to the haunting traditions of an ancient village.

Die, and watch the village reconfigure itself into a new form. Solve puzzles and open shortcuts to new areas with tools and items you find along the way, unlocking every piece of the story with different characters, each with its own power and suited for another aspect of exploration and investigation.

With a limited supply of matches to light your way and darkness encroaching, can you find your way through the fog to reveal the truth? Or will you be engulfed by the secrets this town doesn't want you to know?",72
Operation: Tango,2021-06-01,E10,"It takes two to save the world in this Asymmetrical Spy Thriller. Pair up with a friend as a special agent or elite hacker, and work together to bring a high-tech global menace to its knees.",72
Steelrising,2022-09-08,M,"An action-RPG with a strong emphasis on fast-paced combat. SteelRising is set in an alternate timeline based on the French Revolution of 1789. To tame the flames of revolution igniting Paris, King Louis XVI unleashes a deadly army of clockwork robots on the people. You are Aegis, a mysterious automaton, bodyguard to Queen Marie-Antoinette, and the Revolution’s last hope against a king gone mad.",72
Tormented Souls,2021-08-27,M,"Tormented souls is a return to classic survival horror. With a fresh twist on the fixed perspective adventure, tormented souls modernises for a new generation - as caroline Walker investigates the mysterious disappearance of twin girls in a terrifying mansion-turned-hospital.",72
Batora: Lost Haven,2022-10-20,T,"Avril never thought she'd have to step up and be a hero but after a mysterious and devastating event, her world was flipped upside down. With her homeworld on the brink of destruction, Avril has been gifted extraordinary powers and will have to journey across the universe to uncover ancient secrets and reckon with a series of life-changing decisions.

Embark on an epic adventure to save Earth in this interplanetary action RPG. Harness the ancient powers of Sun and Moon to take on a variety of unique enemies while solving diverse puzzles and exploring stunning sci-fi worlds, each with its own curious stories, inhabitants, and mysteries.",72
Quantum: Recharged,2023-08-17,Rating not found,"Quantum: Recharged reimagines the classic 40 years since its arcade debut, featuring modern flourishes that have become a staple in the Recharged series. 

In Quantum: Recharged, players must defeat waves of enemies by encircling and entrapping groups of foes with their ship to create punishing dead zones that destroy them. With no on-board guns, lasers or missiles to shoot enemies down, Quantum: Recharged challenges players to avoid taking damage and progress through increasingly difficult levels by mastering their ship's maneuverability.

A fusion of frenetic gameplay and quick-thinking problem-solving, Quantum: Recharged is a visual cosmic wonder complemented by an energetic original soundtrack from award-winning composer Megan McDuffie, featuring soaring melodies and infectious beats.",72
Soulstice,2022-09-20,M,"The balance of the Holy Kingdom of Keidas is compromised when powerful, feral creatures known as ""Wraiths"" invade from the other side of the Veil, threatening to consume the living. The ""Chimeras"", hybrid warriors born of the union of two souls, are the only ones who can protect humankind.

Briar and Lute are two sisters who have been reborn as a Chimera. The transformation has granted Briar superhuman strength and resilience, while Lute, who was sacrificed in order to bind her soul to her sister's, has become a ghost with mystical powers. Voiced by Stefanie Joosten (Metal Gear Solid 5), Briar and Lute are sent on a mission to reclaim a city in ruins that has been ravaged by the Wraiths, only to discover that the Order they belong to has a far more complex plan in mind.

Explore a dark world brimming with hidden mysteries, master a diverse combat system, and inhabit the dual forces of two sisters in a coming-of-age fantasy story with fast-paced action, vicious enemies and breathtaking boss fights.",72
Breakers Collection,2023-01-12,E10,"Breakers Collection features both of the original games (Breakers and Breakers Revenge) and a brand new content for the cult-classic among the fans of Fighting Games, that was first released in 1996 for the Neogeo and Arcades and after released with a sequel in 1998 with additional playable characters, balance adjustments and new gameplay elements.

Breakers Collection is a simple action-fighting game, with a rooster with many playable characters (10 in Breakers Revenge), that were all known by the fans from around the world.

The collection version, the player will have more features and modes, like online versus mode - Rollback Netcode (GGPO) -, Art gallery and the most requested one, the training mode.",72
Forspoken: In Tanta We Trust,2023-05-26,Rating not found,"The new DLC is set after the original game’s story. Frey has brought peace to Athia, but the effects of the Break remain. As Frey searches for a way to free the land from this corruption, she hears a mysterious voice. Following it leads her to a destination she could never have expected: the past. She arrives, injured and draped in blood-soaked clothing, and finds a land at war. She has travelled to the Purge of the Rheddig - the legendary battle that devastated Athia and eventually drove the Tantas to madness. She also learns a grim truth about herself. Accompanied by Tanta Cinta and a new set of magical abilities, Frey sets out to discover the truth behind these events, save Athia… and perhaps also herself.",71
The Centennial Case: A Shijima Story,2022-05-12,T,"The complex and interwoven mysteries you’ll unravel in this investigative adventure are centered around the ill-fated Shijima family, which has suffered a series of inexplicable deaths over the last century. As Haruka Kagami, it’s up to you to use your powers of deduction to uncover the truth behind these mysterious events and the ‘Fruit of Youth’ that allegedly lies somewhere in the Shijima Mansion. You’ll explore both the past and the present in four murder cases, set across different eras of Japan. Of course, unravelling this intricate web of secrets won’t be straightforward. You’ll have to have your wits about you as you uncover clues, speak to suspects, and put all the pieces of the puzzle together to form a hypothesis. Not everyone you speak to will be cooperative, so be ready to counter their arguments when you present your case. And don’t worry if your detective skills are a little rusty - the game is designed in such a way that you’ll be able to reach the correct answer if you don’t give up. [Square Enix]",71
